dataset_name,path_type,acceleration_type,path_direction,path_number,sample_rate,ph,prediction_model,average_error,average_error_normal
HL_C_F_LR_2,HL_C,F,LR,2,full,1,CTRV,83.35124957583537,30.50348604946544
HL_C_F_LR_2,HL_C,F,LR,2,10hz,1,CTRV,75.40740664855052,7.93812460531205
HL_C_F_LR_6,HL_C,F,LR,6,full,1,CTRV,81.93922345434433,29.52483981946799
HL_C_F_LR_6,HL_C,F,LR,6,10hz,1,CTRV,80.82077594791852,12.312482490584998
HL_C_F_RL_2,HL_C,F,RL,2,full,1,CTRV,82.01052854811964,18.71035877354451
HL_C_F_RL_2,HL_C,F,RL,2,10hz,1,CTRV,84.66035931689642,8.644700341976389
HL_C_F_LR_5,HL_C,F,LR,5,full,1,CTRV,85.79726707769369,19.74703888590566
HL_C_F_LR_5,HL_C,F,LR,5,10hz,1,CTRV,80.69780588482467,6.945904291609023
DL_C_F_TLBR_5,DL_C,F,TLBR,5,full,1,CTRV,78.89133221784154,16.529986698962418
DL_C_F_TLBR_5,DL_C,F,TLBR,5,10hz,1,CTRV,74.70861499916938,8.815818123670748
DL_C_F_BRTL_5,DL_C,F,BRTL,5,full,1,CTRV,76.34068848984404,15.917228146452269
DL_C_F_BRTL_5,DL_C,F,BRTL,5,10hz,1,CTRV,72.62233092098599,5.783860666067071
DL_C_A_BRTL_2,DL_C,A,BRTL,2,full,1,CTRV,93.875351740431,25.17374412395054
DL_C_A_BRTL_2,DL_C,A,BRTL,2,10hz,1,CTRV,91.3760925231559,7.089625145371049
DL_C_F_BRTL_1,DL_C,F,BRTL,1,full,1,CTRV,80.5810118594178,15.166452594740448
DL_C_F_BRTL_1,DL_C,F,BRTL,1,10hz,1,CTRV,77.1670903342698,7.312636713577818
DL_C_F_TLBR_6,DL_C,F,TLBR,6,full,1,CTRV,73.73476068939327,20.71930793086214
DL_C_F_TLBR_6,DL_C,F,TLBR,6,10hz,1,CTRV,65.77510833004179,7.275283655755236
DL_C_F_BRTL_2,DL_C,F,BRTL,2,full,1,CTRV,71.66699701919099,14.766070704605216
DL_C_F_BRTL_2,DL_C,F,BRTL,2,10hz,1,CTRV,65.48545822160689,7.574793807653906
DL_C_A_TLBR_3,DL_C,A,TLBR,3,full,1,CTRV,70.01309006677958,16.553864310718563
DL_C_A_TLBR_3,DL_C,A,TLBR,3,10hz,1,CTRV,48.1413029504337,4.198756751515029
DL_C_A_TLBR_1,DL_C,A,TLBR,1,full,1,CTRV,108.66445971456008,35.61772948379992
DL_C_A_TLBR_1,DL_C,A,TLBR,1,10hz,1,CTRV,105.90369605987053,14.195235104199195
DL_C_F_TLBR_2,DL_C,F,TLBR,2,full,1,CTRV,87.1969663938393,20.39486231449759
DL_C_F_TLBR_2,DL_C,F,TLBR,2,10hz,1,CTRV,89.11333380007834,10.465303560271217
DL_C_F_TLBR_4,DL_C,F,TLBR,4,full,1,CTRV,77.11883337372144,24.481541360242147
DL_C_F_TLBR_4,DL_C,F,TLBR,4,10hz,1,CTRV,73.17623782151229,11.551236057890238
DL_C_A_TLBR_2,DL_C,A,TLBR,2,full,1,CTRV,92.41130769635446,22.175705133130904
DL_C_A_TLBR_2,DL_C,A,TLBR,2,10hz,1,CTRV,78.04396047934458,4.513436123613017
DL_C_A_BRTL_1,DL_C,A,BRTL,1,full,1,CTRV,96.24965271115566,13.22687128684244
DL_C_A_BRTL_1,DL_C,A,BRTL,1,10hz,1,CTRV,96.06590667240248,5.270722632629247
DL_C_A_BRTL_3,DL_C,A,BRTL,3,full,1,CTRV,100.15996197603032,25.019389268624412
DL_C_A_BRTL_3,DL_C,A,BRTL,3,10hz,1,CTRV,95.92880990674628,7.260599180739927
DL_C_F_BRTL_6,DL_C,F,BRTL,6,full,1,CTRV,80.0232152909722,27.34733484178404
DL_C_F_BRTL_6,DL_C,F,BRTL,6,10hz,1,CTRV,77.10053249510115,9.08145885707656
DL_C_F_BRTL_4,DL_C,F,BRTL,4,full,1,CTRV,79.22643490137341,15.95972922131675
DL_C_F_BRTL_4,DL_C,F,BRTL,4,10hz,1,CTRV,79.33546322801227,6.450362503377833
DL_C_F_BRTL_3,DL_C,F,BRTL,3,full,1,CTRV,89.35388938818467,18.668124665931337
DL_C_F_BRTL_3,DL_C,F,BRTL,3,10hz,1,CTRV,83.2491488757089,5.956909202351277
DL_C_F_TLBR_1,DL_C,F,TLBR,1,full,1,CTRV,84.41493348640279,19.63944658279437
DL_C_F_TLBR_1,DL_C,F,TLBR,1,10hz,1,CTRV,84.35702616011882,7.229025558053973
DL_C_F_TLBR_3,DL_C,F,TLBR,3,full,1,CTRV,87.55569075085975,18.496515339304125
DL_C_F_TLBR_3,DL_C,F,TLBR,3,10hz,1,CTRV,82.71133746342532,7.933304667670107
IL_C_A_RCW_3,IL_C,A,RCW,3,full,1,CTRV,121.82520803577592,66.7780672533081
IL_C_A_RCW_3,IL_C,A,RCW,3,10hz,1,CTRV,121.91885817129108,31.76746834951404
IL_C_A_RCCW_4,IL_C,A,RCCW,4,full,1,CTRV,128.4315790194282,50.2485787873511
IL_C_A_RCCW_4,IL_C,A,RCCW,4,10hz,1,CTRV,127.77287192996916,17.505884695991266
IL_C_F_RCCW_4,IL_C,F,RCCW,4,full,1,CTRV,122.36794282498845,56.88561847745277
IL_C_F_RCCW_4,IL_C,F,RCCW,4,10hz,1,CTRV,122.576495439679,18.64105821990508
IL_C_F_RCCW_3,IL_C,F,RCCW,3,full,1,CTRV,122.14832548636444,62.582036885911535
IL_C_F_RCCW_3,IL_C,F,RCCW,3,10hz,1,CTRV,122.7935113387691,21.20674684666241
IL_C_F_RCCW_1,IL_C,F,RCCW,1,full,1,CTRV,125.93755284702615,52.91176685359872
IL_C_F_RCCW_1,IL_C,F,RCCW,1,10hz,1,CTRV,127.19128408810649,25.277130440805877
IL_C_A_RCW_2,IL_C,A,RCW,2,full,1,CTRV,128.25532820339726,48.13662329346752
IL_C_A_RCW_2,IL_C,A,RCW,2,10hz,1,CTRV,127.49151959131449,16.93579446555655
IL_C_F_RCW_4,IL_C,F,RCW,4,full,1,CTRV,124.60031897076834,40.003710278616296
IL_C_F_RCW_4,IL_C,F,RCW,4,10hz,1,CTRV,124.38361899924246,16.08653263820723
IL_C_F_RCW_6,IL_C,F,RCW,6,full,1,CTRV,121.93632510160352,44.3777638156905
IL_C_F_RCW_6,IL_C,F,RCW,6,10hz,1,CTRV,122.06858057940704,18.666733393382597
IL_C_F_RCW_2,IL_C,F,RCW,2,full,1,CTRV,125.52001675035063,53.9591052454186
IL_C_F_RCW_2,IL_C,F,RCW,2,10hz,1,CTRV,124.92530359780744,22.178414331216427
IL_C_F_RCW_1,IL_C,F,RCW,1,full,1,CTRV,120.70225239815092,51.55133584711017
IL_C_F_RCW_1,IL_C,F,RCW,1,10hz,1,CTRV,120.32935882392373,20.72143069763745
IL_C_A_RCCW_2,IL_C,A,RCCW,2,full,1,CTRV,122.7718879739622,37.170686121497056
IL_C_A_RCCW_2,IL_C,A,RCCW,2,10hz,1,CTRV,125.8018032928244,15.564526907049473
IL_C_A_RCCW_3,IL_C,A,RCCW,3,full,1,CTRV,135.70955375784288,60.443117085486726
IL_C_A_RCCW_3,IL_C,A,RCCW,3,10hz,1,CTRV,137.06518724558148,27.458498384124308
IL_C_A_RCCW_1,IL_C,A,RCCW,1,full,1,CTRV,128.70494548194975,50.03810569945317
IL_C_A_RCCW_1,IL_C,A,RCCW,1,10hz,1,CTRV,128.83936949861436,22.863951028467245
IL_C_F_RCW_7,IL_C,F,RCW,7,full,1,CTRV,121.29127244147186,43.4187113546465
IL_C_F_RCW_7,IL_C,F,RCW,7,10hz,1,CTRV,121.4160048891644,17.93988441833592
IL_C_F_RCW_3,IL_C,F,RCW,3,full,1,CTRV,118.25650906214057,41.83648036284868
IL_C_F_RCW_3,IL_C,F,RCW,3,10hz,1,CTRV,117.46604145181183,20.092519255468314
IL_C_A_RCW_1,IL_C,A,RCW,1,full,1,CTRV,123.37680235003974,42.25551920469136
IL_C_A_RCW_1,IL_C,A,RCW,1,10hz,1,CTRV,124.59608904805188,16.64917110465153
IL_C_A_RCW_4,IL_C,A,RCW,4,full,1,CTRV,123.68136860934648,48.14491373535831
IL_C_A_RCW_4,IL_C,A,RCW,4,10hz,1,CTRV,124.2949322042655,26.12387669651688
IL_C_F_RCCW_2,IL_C,F,RCCW,2,full,1,CTRV,134.3933147235758,63.65389782907694
IL_C_F_RCCW_2,IL_C,F,RCCW,2,10hz,1,CTRV,134.89946265986814,26.948354440692302
IL_C_F_RCW_5,IL_C,F,RCW,5,full,1,CTRV,120.06797515380173,53.79271975159779
IL_C_F_RCW_5,IL_C,F,RCW,5,10hz,1,CTRV,118.12851803909392,27.89790852290588
SP_C_A_CCW_4,SP_C,A,CCW,4,full,1,CTRV,153.98953578749706,70.03028627098968
SP_C_A_CCW_4,SP_C,A,CCW,4,10hz,1,CTRV,153.37818910220616,32.39424606848023
SP_C_A_CW_4,SP_C,A,CW,4,full,1,CTRV,125.28528280354544,65.40756249998168
SP_C_A_CW_4,SP_C,A,CW,4,10hz,1,CTRV,121.53083096444784,31.073776678261623
SP_C_A_CCW_1,SP_C,A,CCW,1,full,1,CTRV,147.49452226246592,81.44098973280948
SP_C_A_CCW_1,SP_C,A,CCW,1,10hz,1,CTRV,144.9303572270546,32.83243453448504
SP_C_F_CW_2,SP_C,F,CW,2,full,1,CTRV,133.73617883053106,88.5431392891447
SP_C_F_CW_2,SP_C,F,CW,2,10hz,1,CTRV,133.08106246358886,42.18591984544247
SP_C_F_CCW_2,SP_C,F,CCW,2,full,1,CTRV,156.98180066733394,42.154476189723255
SP_C_F_CCW_2,SP_C,F,CCW,2,10hz,1,CTRV,155.054904024891,21.31835851813893
SP_C_A_CW_2,SP_C,A,CW,2,full,1,CTRV,149.92138184140904,61.22167057946723
SP_C_A_CW_2,SP_C,A,CW,2,10hz,1,CTRV,150.03364532268046,24.520977049627707
SP_C_F_CW_3,SP_C,F,CW,3,full,1,CTRV,135.33260231077597,51.210055860223584
SP_C_F_CW_3,SP_C,F,CW,3,10hz,1,CTRV,131.30822249513233,21.314774538609484
SP_C_A_CW_1,SP_C,A,CW,1,full,1,CTRV,125.70388717251402,71.77707761671199
SP_C_A_CW_1,SP_C,A,CW,1,10hz,1,CTRV,122.633128170722,36.76475126241792
SP_C_A_CCW_2,SP_C,A,CCW,2,full,1,CTRV,127.23561452219744,34.994173141905335
SP_C_A_CCW_2,SP_C,A,CCW,2,10hz,1,CTRV,124.7340566256498,16.46269442193196
SP_C_A_CCW_3,SP_C,A,CCW,3,full,1,CTRV,125.04135950064966,42.76785411818109
SP_C_A_CCW_3,SP_C,A,CCW,3,10hz,1,CTRV,123.74719050471296,17.44516985591893
SP_C_F_CCW_3,SP_C,F,CCW,3,full,1,CTRV,146.78128856943323,57.04247910355099
SP_C_F_CCW_3,SP_C,F,CCW,3,10hz,1,CTRV,146.91716142007567,36.88671697023371
SP_C_A_CW_3,SP_C,A,CW,3,full,1,CTRV,125.70388717251402,71.77707761671199
SP_C_A_CW_3,SP_C,A,CW,3,10hz,1,CTRV,122.633128170722,36.76475126241792
SP_C_F_CCW_4,SP_C,F,CCW,4,full,1,CTRV,145.6741073677543,56.52853798383661
SP_C_F_CCW_4,SP_C,F,CCW,4,10hz,1,CTRV,146.0005310466085,21.67592218525577
SP_C_F_CW_4,SP_C,F,CW,4,full,1,CTRV,140.5874916330898,64.83755541451998
SP_C_F_CW_4,SP_C,F,CW,4,10hz,1,CTRV,140.39037396673558,28.48264270521644
SP_C_F_CW_1,SP_C,F,CW,1,full,1,CTRV,125.34661790488084,63.3188568219143
SP_C_F_CW_1,SP_C,F,CW,1,10hz,1,CTRV,125.28796874287778,25.18295353254482
SP_C_F_CCW_1,SP_C,F,CCW,1,full,1,CTRV,155.10313965124257,74.05623638780763
SP_C_F_CCW_1,SP_C,F,CCW,1,10hz,1,CTRV,154.94365764052978,33.00294646746526
CP_C_F_CW_1,CP_C,F,CW,1,full,1,CTRV,120.116558646935,39.70478493928252
CP_C_F_CW_1,CP_C,F,CW,1,10hz,1,CTRV,118.22722922487256,14.504498065727562
CP_C_F_CCW_1,CP_C,F,CCW,1,full,1,CTRV,135.0165401769779,51.34697914968692
CP_C_F_CCW_1,CP_C,F,CCW,1,10hz,1,CTRV,134.9982380701103,23.73269791769727
CP_C_A_CCW_3,CP_C,A,CCW,3,full,1,CTRV,132.28639175787194,39.31582040377671
CP_C_A_CCW_3,CP_C,A,CCW,3,10hz,1,CTRV,132.8601176213404,16.29897939233404
CP_C_A_CCW_1,CP_C,A,CCW,1,full,1,CTRV,145.83743713944833,61.53056635118573
CP_C_A_CCW_1,CP_C,A,CCW,1,10hz,1,CTRV,144.2658805404085,31.707053236589324
CP_C_F_CW_4,CP_C,F,CW,4,full,1,CTRV,100.56146434182482,31.538958513032657
CP_C_F_CW_4,CP_C,F,CW,4,10hz,1,CTRV,99.08413647825674,14.067800994856722
CP_C_F_CW_3,CP_C,F,CW,3,full,1,CTRV,116.83081685955666,39.76898534087236
CP_C_F_CW_3,CP_C,F,CW,3,10hz,1,CTRV,116.98006891585722,15.588935280720996
CP_C_F_CW_2,CP_C,F,CW,2,full,1,CTRV,120.01091475927284,34.098806324827045
CP_C_F_CW_2,CP_C,F,CW,2,10hz,1,CTRV,117.56926989762582,14.333335840709472
CP_C_A_CW_2,CP_C,A,CW,2,full,1,CTRV,118.21168795151152,33.63533004123441
CP_C_A_CW_2,CP_C,A,CW,2,10hz,1,CTRV,117.55581105987798,12.36967364257772
CP_C_A_CW_3,CP_C,A,CW,3,full,1,CTRV,117.81900054473326,29.37432133029481
CP_C_A_CW_3,CP_C,A,CW,3,10hz,1,CTRV,116.7025590822161,11.22909511572742
CP_C_A_CCW_2,CP_C,A,CCW,2,full,1,CTRV,127.86584587452408,33.6450398159459
CP_C_A_CCW_2,CP_C,A,CCW,2,10hz,1,CTRV,128.34193682410475,15.564939436583163
CP_C_F_CCW_2,CP_C,F,CCW,2,full,1,CTRV,129.5682965082698,45.11322257880887
CP_C_F_CCW_2,CP_C,F,CCW,2,10hz,1,CTRV,131.28451858778067,21.44627452715754
CP_C_F_CCW_3,CP_C,F,CCW,3,full,1,CTRV,116.24587964188252,31.542808582076137
CP_C_F_CCW_3,CP_C,F,CCW,3,10hz,1,CTRV,117.51878512558294,17.877490414747747
CP_C_A_CW_1,CP_C,A,CW,1,full,1,CTRV,128.9612628774719,47.506943772974566
CP_C_A_CW_1,CP_C,A,CW,1,10hz,1,CTRV,128.05305540745118,18.872359078472527
CP_C_F_CW_1,CP_C,F,CW,1,2.5hz,1,CTRV,110.05008776350296,3.3680503120805416
CP_C_F_CCW_1,CP_C,F,CCW,1,2.5hz,1,CTRV,144.30109944672853,4.481234899073019
CP_C_A_CCW_3,CP_C,A,CCW,3,2.5hz,1,CTRV,146.46213234450775,2.8460602474971037
CP_C_A_CCW_1,CP_C,A,CCW,1,2.5hz,1,CTRV,145.1946509169725,4.251865268868346
CP_C_F_CW_4,CP_C,F,CW,4,2.5hz,1,CTRV,97.7067514502179,2.4681063585257976
CP_C_F_CW_3,CP_C,F,CW,3,2.5hz,1,CTRV,114.49174340675437,3.136266860479354
CP_C_F_CW_2,CP_C,F,CW,2,2.5hz,1,CTRV,105.9177853840186,2.484328628438768
CP_C_A_CW_2,CP_C,A,CW,2,2.5hz,1,CTRV,126.67433830562176,2.5145161149939805
CP_C_A_CW_3,CP_C,A,CW,3,2.5hz,1,CTRV,120.92855306799102,2.31749325992559
CP_C_A_CCW_2,CP_C,A,CCW,2,2.5hz,1,CTRV,136.13741334112586,2.6295091262381427
CP_C_F_CCW_2,CP_C,F,CCW,2,2.5hz,1,CTRV,134.0360289581261,4.176878830766816
CP_C_F_CCW_3,CP_C,F,CCW,3,2.5hz,1,CTRV,124.76879722682452,2.6061016657513667
CP_C_A_CW_1,CP_C,A,CW,1,2.5hz,1,CTRV,128.3928166583072,3.0597987188001143
SP_C_A_CCW_4,SP_C,A,CCW,4,2.5hz,1,CTRV,148.13164492805197,5.046184370798011
SP_C_A_CW_4,SP_C,A,CW,4,2.5hz,1,CTRV,120.81825133850693,10.250451295201971
SP_C_A_CCW_1,SP_C,A,CCW,1,2.5hz,1,CTRV,140.85734025382644,5.670082170817835
SP_C_F_CW_2,SP_C,F,CW,2,2.5hz,1,CTRV,133.51485139015796,4.735974961013911
SP_C_F_CCW_2,SP_C,F,CCW,2,2.5hz,1,CTRV,150.9819009111964,3.8732345375908137
SP_C_A_CW_2,SP_C,A,CW,2,2.5hz,1,CTRV,150.6337490989014,4.999043760570741
SP_C_F_CW_3,SP_C,F,CW,3,2.5hz,1,CTRV,116.43736682947646,3.5444088340445568
SP_C_A_CW_1,SP_C,A,CW,1,2.5hz,1,CTRV,100.13962483937642,5.092672372636325
SP_C_A_CCW_2,SP_C,A,CCW,2,2.5hz,1,CTRV,114.95538408560896,3.6140448551524615
SP_C_A_CCW_3,SP_C,A,CCW,3,2.5hz,1,CTRV,116.87358641304628,3.846757689166983
SP_C_F_CCW_3,SP_C,F,CCW,3,2.5hz,1,CTRV,152.12489993841115,5.45872172386226
SP_C_A_CW_3,SP_C,A,CW,3,2.5hz,1,CTRV,100.13962483937642,5.092672372636325
SP_C_F_CCW_4,SP_C,F,CCW,4,2.5hz,1,CTRV,146.29639648480142,5.362897316264172
SP_C_F_CW_4,SP_C,F,CW,4,2.5hz,1,CTRV,129.8753585868608,4.545462790696536
SP_C_F_CW_1,SP_C,F,CW,1,2.5hz,1,CTRV,122.74886115496707,6.195938523441845
SP_C_F_CCW_1,SP_C,F,CCW,1,2.5hz,1,CTRV,153.53028948332047,5.141709969937396
IL_C_A_RCW_3,IL_C,A,RCW,3,2.5hz,1,CTRV,123.96979370121508,6.123247108466745
IL_C_A_RCCW_4,IL_C,A,RCCW,4,2.5hz,1,CTRV,123.45534211547616,3.624300181549384
IL_C_F_RCCW_4,IL_C,F,RCCW,4,2.5hz,1,CTRV,121.22315143660812,3.8078777118915994
IL_C_F_RCCW_3,IL_C,F,RCCW,3,2.5hz,1,CTRV,125.98884796619872,3.9097031751301343
IL_C_F_RCCW_1,IL_C,F,RCCW,1,2.5hz,1,CTRV,133.0032102799568,4.697275818959551
IL_C_A_RCW_2,IL_C,A,RCW,2,2.5hz,1,CTRV,123.797516957948,3.0187225394892403
IL_C_F_RCW_4,IL_C,F,RCW,4,2.5hz,1,CTRV,121.55092275369162,3.288964947438967
IL_C_F_RCW_6,IL_C,F,RCW,6,2.5hz,1,CTRV,120.01803496728276,3.404298647918196
IL_C_F_RCW_2,IL_C,F,RCW,2,2.5hz,1,CTRV,121.74671822223324,3.741264395804502
IL_C_F_RCW_1,IL_C,F,RCW,1,2.5hz,1,CTRV,115.63448887647088,4.222091301633981
IL_C_A_RCCW_2,IL_C,A,RCCW,2,2.5hz,1,CTRV,143.8026888853006,3.545153248824143
IL_C_A_RCCW_3,IL_C,A,RCCW,3,2.5hz,1,CTRV,139.31144972863407,4.821390952868786
IL_C_A_RCCW_1,IL_C,A,RCCW,1,2.5hz,1,CTRV,129.28577450044864,4.163620824754651
IL_C_F_RCW_7,IL_C,F,RCW,7,2.5hz,1,CTRV,117.9167262473653,3.386363157856583
IL_C_F_RCW_3,IL_C,F,RCW,3,2.5hz,1,CTRV,116.69640924730592,3.6150003643589
IL_C_A_RCW_1,IL_C,A,RCW,1,2.5hz,1,CTRV,115.20595775164404,3.2357606020031064
IL_C_A_RCW_4,IL_C,A,RCW,4,2.5hz,1,CTRV,134.649635695907,4.44304131320046
IL_C_F_RCCW_2,IL_C,F,RCCW,2,2.5hz,1,CTRV,132.7226923488483,6.168824251125602
IL_C_F_RCW_5,IL_C,F,RCW,5,2.5hz,1,CTRV,119.44427730547837,3.744339256806842
DL_C_F_TLBR_5,DL_C,F,TLBR,5,2.5hz,1,CTRV,45.11645390309453,0.7751858541956537
DL_C_F_BRTL_5,DL_C,F,BRTL,5,2.5hz,1,CTRV,44.02069502635936,0.7790921146846852
DL_C_A_BRTL_2,DL_C,A,BRTL,2,2.5hz,1,CTRV,28.08123339733901,0.4310731506357567
DL_C_F_BRTL_1,DL_C,F,BRTL,1,2.5hz,1,CTRV,38.707813813281206,0.7952230714665655
DL_C_F_TLBR_6,DL_C,F,TLBR,6,2.5hz,1,CTRV,42.186475510526094,1.0028071032180446
DL_C_F_BRTL_2,DL_C,F,BRTL,2,2.5hz,1,CTRV,12.964096892808175,0.1888935352152754
DL_C_A_TLBR_3,DL_C,A,TLBR,3,2.5hz,1,CTRV,21.786442007267507,0.394348379050619
DL_C_A_TLBR_1,DL_C,A,TLBR,1,2.5hz,1,CTRV,41.82170557401172,0.7471039057328832
DL_C_F_TLBR_2,DL_C,F,TLBR,2,2.5hz,1,CTRV,37.24468256178513,0.7408733875200259
DL_C_F_TLBR_4,DL_C,F,TLBR,4,2.5hz,1,CTRV,53.199926800693525,1.5107792015177337
DL_C_A_TLBR_2,DL_C,A,TLBR,2,2.5hz,1,CTRV,46.58826255352496,0.480669834478851
DL_C_A_BRTL_1,DL_C,A,BRTL,1,2.5hz,1,CTRV,36.8548577160275,0.3489002006422674
DL_C_A_BRTL_3,DL_C,A,BRTL,3,2.5hz,1,CTRV,25.22372100765436,0.2632810677867255
DL_C_F_BRTL_6,DL_C,F,BRTL,6,2.5hz,1,CTRV,57.19395338715282,1.4974390240780382
DL_C_F_BRTL_4,DL_C,F,BRTL,4,2.5hz,1,CTRV,70.95256768759566,1.3179180123582106
DL_C_F_BRTL_3,DL_C,F,BRTL,3,2.5hz,1,CTRV,38.07447871700763,0.5963505722574017
DL_C_F_TLBR_1,DL_C,F,TLBR,1,2.5hz,1,CTRV,48.35524174222198,0.9670501703700634
DL_C_F_TLBR_3,DL_C,F,TLBR,3,2.5hz,1,CTRV,44.77023279778049,0.8166206055893012
HL_C_F_RL_4,HL_C,F,RL,4,2.5hz,1,CTRV,67.7397464033405,1.7315021832370483
HL_C_A_RL_2,HL_C,A,RL,2,2.5hz,1,CTRV,47.55874161121305,0.4968295831302304
HL_C_F_RL_3,HL_C,F,RL,3,2.5hz,1,CTRV,56.163923957383005,0.9278688148302192
HL_C_F_RL_1,HL_C,F,RL,1,2.5hz,1,CTRV,57.89159962825652,1.1054957326461203
HL_C_A_LR_1,HL_C,A,LR,1,2.5hz,1,CTRV,24.72510223297643,0.3574106446620302
HL_C_A_RL_3,HL_C,A,RL,3,2.5hz,1,CTRV,102.64961540264426,1.3923180374222033
HL_C_F_LR_1,HL_C,F,LR,1,2.5hz,1,CTRV,49.05754508377197,0.9655028396861896
HL_C_F_LR_3,HL_C,F,LR,3,2.5hz,1,CTRV,37.90734830755556,0.6507151881011732
HL_C_F_LR_4,HL_C,F,LR,4,2.5hz,1,CTRV,61.62154023220361,1.0699763007224328
HL_C_A_LR_3,HL_C,A,LR,3,2.5hz,1,CTRV,14.74645476014672,0.2896532251108679
HL_C_A_LR_2,HL_C,A,LR,2,2.5hz,1,CTRV,32.022545535030126,0.4044830298121728
HL_C_F_RL_6,HL_C,F,RL,6,2.5hz,1,CTRV,61.23585980508765,1.3440330819034292
HL_C_A_RL_1,HL_C,A,RL,1,2.5hz,1,CTRV,107.50685365226308,1.9250628913184848
HL_C_F_RL_5,HL_C,F,RL,5,2.5hz,1,CTRV,63.20843861493428,1.0270618613355564
HL_C_F_LR_2,HL_C,F,LR,2,2.5hz,1,CTRV,44.19333545705416,0.8385830651563467
HL_C_F_LR_6,HL_C,F,LR,6,2.5hz,1,CTRV,47.41760202246614,1.1753648259540113
HL_C_F_RL_2,HL_C,F,RL,2,2.5hz,1,CTRV,65.42900117752133,1.2349397840027605
HL_C_F_LR_5,HL_C,F,LR,5,2.5hz,1,CTRV,67.34609686208134,1.1443318982650956
VL_C_F_TD_3,VL_C,F,TD,3,2.5hz,1,CTRV,45.48386251082589,1.0055174159963938
VL_C_F_BU_5,VL_C,F,BU,5,2.5hz,1,CTRV,,
VL_C_F_BU_6,VL_C,F,BU,6,2.5hz,1,CTRV,22.27138050717328,0.3890430575241489
VL_C_F_TD_5,VL_C,F,TD,5,2.5hz,1,CTRV,,
VL_C_A_TD_1,VL_C,A,TD,1,2.5hz,1,CTRV,38.65557429618478,0.5563177768558314
VL_C_A_BU_3,VL_C,A,BU,3,2.5hz,1,CTRV,,
VL_C_A_BU_1,VL_C,A,BU,1,2.5hz,1,CTRV,36.93247669577456,0.5192226056430526
VL_C_F_TD_2,VL_C,F,TD,2,2.5hz,1,CTRV,37.24862595295304,1.2374522561944363
VL_C_A_TD_3,VL_C,A,TD,3,2.5hz,1,CTRV,58.91419353642425,1.2260058768738948
VL_C_F_TD_6,VL_C,F,TD,6,2.5hz,1,CTRV,34.63686074987481,0.8452243642603596
VL_C_F_BU_1,VL_C,F,BU,1,2.5hz,1,CTRV,38.47262847052142,0.8676759623393839
VL_C_F_TD_1,VL_C,F,TD,1,2.5hz,1,CTRV,7.551971677240783,0.2491177892254725
VL_C_F_TD_4,VL_C,F,TD,4,2.5hz,1,CTRV,67.36459349403025,1.9890110883546088
VL_C_A_TD_2,VL_C,A,TD,2,2.5hz,1,CTRV,,
VL_C_A_BU_2,VL_C,A,BU,2,2.5hz,1,CTRV,,
VL_C_F_BU_4,VL_C,F,BU,4,2.5hz,1,CTRV,,
VL_C_F_BU_3,VL_C,F,BU,3,2.5hz,1,CTRV,36.19012689482901,1.1064272927431211
VL_C_F_BU_2,VL_C,F,BU,2,2.5hz,1,CTRV,53.1534420739695,0.975815877651695
VL_C_F_TD_3,VL_C,F,TD,3,full,4,CV,17.300369228426487,1.0055400137470347
VL_C_F_TD_3,VL_C,F,TD,3,10hz,4,CV,37.33944721479107,0.995166446069826
VL_C_F_BU_5,VL_C,F,BU,5,full,4,CV,18.224721239219,0.9618694282498532
VL_C_F_BU_5,VL_C,F,BU,5,10hz,4,CV,47.27611596214428,0.9220518624951201
VL_C_F_BU_6,VL_C,F,BU,6,full,4,CV,18.802437745902882,0.8434039527984347
VL_C_F_BU_6,VL_C,F,BU,6,10hz,4,CV,34.059832582543066,0.6292465444860913
VL_C_F_TD_5,VL_C,F,TD,5,full,4,CV,21.260622382044065,1.4602852353911027
VL_C_F_TD_5,VL_C,F,TD,5,10hz,4,CV,60.914851602203555,1.5512840235614764
VL_C_A_TD_1,VL_C,A,TD,1,full,4,CV,24.994454151324707,1.140733707740169
VL_C_A_TD_1,VL_C,A,TD,1,10hz,4,CV,56.48265321795165,1.1090710601321634
VL_C_A_BU_3,VL_C,A,BU,3,full,4,CV,28.22717665143901,0.8533445832196671
VL_C_A_BU_3,VL_C,A,BU,3,10hz,4,CV,35.620969305012245,0.42134717987344844
VL_C_A_BU_1,VL_C,A,BU,1,full,4,CV,20.709169147198082,0.948715642363558
VL_C_A_BU_1,VL_C,A,BU,1,10hz,4,CV,52.53832775444236,0.9075914149778417
VL_C_F_TD_2,VL_C,F,TD,2,full,4,CV,17.64409846550087,1.0128453508979762
VL_C_F_TD_2,VL_C,F,TD,2,10hz,4,CV,40.513083968755076,0.8747755654323768
VL_C_A_TD_3,VL_C,A,TD,3,full,4,CV,17.165455665437083,0.8895877133055269
VL_C_A_TD_3,VL_C,A,TD,3,10hz,4,CV,33.63599233848092,0.7414866266094982
VL_C_F_TD_6,VL_C,F,TD,6,full,4,CV,14.68228666970974,1.0144685742804893
VL_C_F_TD_6,VL_C,F,TD,6,10hz,4,CV,46.79668261452461,1.3541475073204723
VL_C_F_BU_1,VL_C,F,BU,1,full,4,CV,18.633589784723156,1.0668431467733217
VL_C_F_BU_1,VL_C,F,BU,1,10hz,4,CV,46.84968287064014,1.0374538983468602
