Dataset Name,Path Type,Acceleration Type,Path Direction,Path Number,Sample Rate,Prediction Horizon,Prediction Model,Avg. Lin. Vel.,Average ADE,Average ADE (Normalized),Average FDE,Average FDE (Normalized)
IL_C_F_RCW_5,IL_C,F,RCW,5,10hz,4,CTRV,False,23.49972665803501,5.015203227411558,36.09290752906634,1.003727742789896
SP_C_A_CCW_4,SP_C,A,CCW,4,full,4,CTRV,False,11.53582499124447,3.685638515640128,18.2285139789472,1.0239331242983614
SP_C_A_CCW_4,SP_C,A,CCW,4,10hz,4,CTRV,False,26.238752057007677,5.339294190717279,41.52257977838517,1.1177539568770523
SP_C_A_CW_4,SP_C,A,CW,4,full,4,CTRV,False,10.01000057144876,3.81470742697685,15.203696997102663,0.9781620151314127
SP_C_A_CW_4,SP_C,A,CW,4,10hz,4,CTRV,False,20.86436242278029,4.477260655273188,32.06654593826608,1.0578507934090422
SP_C_A_CCW_1,SP_C,A,CCW,1,full,4,CTRV,False,10.55868926994595,4.040337929007606,16.742702060147945,1.029163513686031
SP_C_A_CCW_1,SP_C,A,CCW,1,10hz,4,CTRV,False,24.661782327779044,4.9437343940540295,40.183760431485545,1.1545070413734093
SP_C_F_CW_2,SP_C,F,CW,2,full,4,CTRV,False,9.88917260557445,4.004311073012682,15.62996843846642,1.0203203189755694
SP_C_F_CW_2,SP_C,F,CW,2,10hz,4,CTRV,False,24.257778200633698,7.818421669642768,38.68519137812708,1.2388345945501125
SP_C_F_CCW_2,SP_C,F,CCW,2,full,4,CTRV,False,17.350812539002614,3.915356050288728,26.387091879806317,1.000874102779312
SP_C_F_CCW_2,SP_C,F,CCW,2,10hz,4,CTRV,False,34.25088991228448,4.516334933524147,56.31270257050098,1.170807528504309
SP_C_A_CW_2,SP_C,A,CW,2,full,4,CTRV,False,12.083320997710231,3.903772414675821,18.499896006899185,1.0154979511138187
SP_C_A_CW_2,SP_C,A,CW,2,10hz,4,CTRV,False,23.40015287844162,3.647494686420512,36.651432425229224,1.049683226334368
SP_C_F_CW_3,SP_C,F,CW,3,full,4,CTRV,False,12.45283772241147,3.8774419265858313,19.797257172865734,1.034752089465177
SP_C_F_CW_3,SP_C,F,CW,3,10hz,4,CTRV,False,29.440015563154482,4.34135587813938,46.05770897211746,1.072384320934513
SP_C_A_CW_1,SP_C,A,CW,1,full,4,CTRV,False,9.814788965880734,3.9477759851118153,15.309313700098201,0.9623291164487853
SP_C_A_CW_1,SP_C,A,CW,1,10hz,4,CTRV,False,23.380484361954995,4.741107694227265,37.27634782117963,1.1497626107261347
SP_C_A_CCW_2,SP_C,A,CCW,2,full,4,CTRV,False,17.75493054889965,4.789937883847269,26.909606246600255,1.0261071777893116
SP_C_A_CCW_2,SP_C,A,CCW,2,10hz,4,CTRV,False,31.460553924586833,4.12046357378559,51.043224030401475,1.1164148769117468
SP_C_A_CCW_3,SP_C,A,CCW,3,full,4,CTRV,False,11.064730534478842,3.3490519318060086,17.824364352879517,1.0218046300850718
SP_C_A_CCW_3,SP_C,A,CCW,3,10hz,4,CTRV,False,24.013072821241256,3.6979238013057865,38.063360700424894,0.9932454293687606
SP_C_F_CCW_3,SP_C,F,CCW,3,full,4,CTRV,False,11.216698289338343,4.053913950248709,17.29057522219326,1.0309807415587051
SP_C_F_CCW_3,SP_C,F,CCW,3,10hz,4,CTRV,False,21.84444253338516,4.561772595019337,35.51659101217936,1.0508174917693909
SP_C_A_CW_3,SP_C,A,CW,3,full,4,CTRV,False,9.814788965880734,3.9477759851118153,15.309313700098201,0.9623291164487853
SP_C_A_CW_3,SP_C,A,CW,3,10hz,4,CTRV,False,23.380484361954995,4.741107694227265,37.27634782117963,1.1497626107261347
SP_C_F_CCW_4,SP_C,F,CCW,4,full,4,CTRV,False,11.413331523964013,3.679716394126712,17.765304326929083,0.9729511390136837
SP_C_F_CCW_4,SP_C,F,CCW,4,10hz,4,CTRV,False,25.461202775653586,4.021985614118688,40.89039756449393,1.0650502453749113
SP_C_F_CW_4,SP_C,F,CW,4,full,4,CTRV,False,11.683376829419304,4.598415675074151,18.615850199014236,1.0987516162135464
SP_C_F_CW_4,SP_C,F,CW,4,10hz,4,CTRV,False,25.78118738175477,5.3631793304986575,39.633529708206964,1.0534436515462466
SP_C_F_CW_1,SP_C,F,CW,1,full,4,CTRV,False,8.998421706564608,3.6219726224984146,13.925432109354434,0.9727926655094925
SP_C_F_CW_1,SP_C,F,CW,1,10hz,4,CTRV,False,21.395756034677618,3.9420863912496777,33.83753682990595,1.1134971158551168
SP_C_F_CCW_1,SP_C,F,CCW,1,full,4,CTRV,False,11.55073524629309,3.736651072090321,18.101838916160727,1.0642239615396194
SP_C_F_CCW_1,SP_C,F,CCW,1,10hz,4,CTRV,False,24.45371084520164,4.596142665244979,40.263936186817446,1.1878776570820846
CP_C_F_CW_1,CP_C,F,CW,1,full,4,CTRV,False,13.650643308994576,3.9015017959040468,21.29033274707864,1.0100745123731927
CP_C_F_CW_1,CP_C,F,CW,1,10hz,4,CTRV,False,31.677599100720247,3.8270336006690004,50.90067224512782,1.1556309539422909
CP_C_F_CCW_1,CP_C,F,CCW,1,full,4,CTRV,False,11.960957660142757,3.876923534958016,19.558016719730254,1.027158519314098
CP_C_F_CCW_1,CP_C,F,CCW,1,10hz,4,CTRV,False,29.215836614859832,5.13502516938433,47.25562199122179,1.1500880297471994
CP_C_F_CCW_111,CP_C,F,CCW,111,full,4,CTRV,False,11.960957660142757,3.876923534958016,19.558016719730254,1.027158519314098
CP_C_F_CCW_111,CP_C,F,CCW,111,10hz,4,CTRV,False,29.215836614859832,5.13502516938433,47.25562199122179,1.1500880297471994
CP_C_A_CCW_3,CP_C,A,CCW,3,full,4,CTRV,False,13.787039217808575,3.4348527848487125,22.228040597227796,1.0196251042848345
CP_C_A_CCW_3,CP_C,A,CCW,3,10hz,4,CTRV,False,31.704455325646624,3.175096973312608,51.420575885291974,0.8873646773400261
CP_C_A_CCW_1,CP_C,A,CCW,1,full,4,CTRV,False,13.963571050054401,3.322910447565735,21.70481397822003,0.9271708829356407
CP_C_A_CCW_1,CP_C,A,CCW,1,10hz,4,CTRV,False,28.824714265676374,3.8301302589019404,47.11850189697509,0.9915294421229008
CP_C_F_CW_4,CP_C,F,CW,4,full,4,CTRV,False,13.551467494275938,3.7058297163192804,22.791744294363745,1.0367053739370022
CP_C_F_CW_4,CP_C,F,CW,4,10hz,4,CTRV,False,34.48990545569268,5.637543721329224,53.61435611138873,1.0870714207572507
