Dataset Name,Path Type,Acceleration Type,Path Direction,Path Number,Sample Rate,Prediction Horizon,Prediction Model,Angular Avg. Window,Linear Avg. Window,Average ADE,Average ADE (Normalized),Average FDE,Average FDE (Normalized)
VL_C_F_TD_3,VL_C,F,TD,3,full,12,CV,,6,22.34658057271948,10.720419389868772,35.81571474722128,0.6243987735519436
VL_C_F_TD_3,VL_C,F,TD,3,2.5hz,12,CV,,6,,,,
VL_C_F_TD_3,VL_C,F,TD,3,10hz,12,CV,,6,26.207017298222656,5.428816944940524,47.24129550600488,0.3576064388087542
VL_C_F_BU_5,VL_C,F,BU,5,full,12,CV,,6,31.70514240383964,9.150165514886291,44.14150083688889,0.6314192151615187
VL_C_F_BU_5,VL_C,F,BU,5,2.5hz,12,CV,,6,,,,
VL_C_F_BU_5,VL_C,F,BU,5,10hz,12,CV,,6,27.377844494534216,3.7814831075349113,31.055053147843573,0.1767704163756968
VL_C_F_BU_6,VL_C,F,BU,6,full,12,CV,,6,19.362844032821226,5.932609739251382,31.68068339318192,0.4411466719649922
VL_C_F_BU_6,VL_C,F,BU,6,2.5hz,12,CV,,6,,,,
VL_C_F_BU_6,VL_C,F,BU,6,10hz,12,CV,,6,59.74204878878873,14.401917309310498,91.39396760758446,0.5642399368949175
VL_C_F_TD_5,VL_C,F,TD,5,full,12,CV,,6,33.10655364522412,58.44012180327237,42.61088561131094,0.6398719249877491
VL_C_F_TD_5,VL_C,F,TD,5,2.5hz,12,CV,,6,,,,
VL_C_F_TD_5,VL_C,F,TD,5,10hz,12,CV,,6,41.24500801279293,14.250954416414874,69.1705108155209,0.4625413893427896
VL_C_A_TD_1,VL_C,A,TD,1,full,12,CV,,6,22.27267009928196,8.984258755112705,31.057773975426823,0.3607933325046908
VL_C_A_TD_1,VL_C,A,TD,1,2.5hz,12,CV,,6,,,,
VL_C_A_TD_1,VL_C,A,TD,1,10hz,12,CV,,6,67.8812207008945,13.76975844275213,111.76461040977227,0.6457939161885017
VL_C_A_BU_3,VL_C,A,BU,3,full,12,CV,,6,22.33241141751669,6.106818755313908,37.342513471943306,0.3444337822491219
VL_C_A_BU_3,VL_C,A,BU,3,2.5hz,12,CV,,6,,,,
VL_C_A_BU_3,VL_C,A,BU,3,10hz,12,CV,,6,,,,
VL_C_A_BU_1,VL_C,A,BU,1,full,12,CV,,6,28.12630921747592,5.881541956788127,45.88081252794885,0.5453356081349086
VL_C_A_BU_1,VL_C,A,BU,1,2.5hz,12,CV,,6,,,,
VL_C_A_BU_1,VL_C,A,BU,1,10hz,12,CV,,6,49.45024521747045,6.824626866107694,73.75180869505446,0.3971950382832107
VL_C_F_TD_2,VL_C,F,TD,2,full,12,CV,,6,23.185172134581705,6.949531231848362,36.34442706768348,0.5559950156260198
VL_C_F_TD_2,VL_C,F,TD,2,2.5hz,12,CV,,6,,,,
VL_C_F_TD_2,VL_C,F,TD,2,10hz,12,CV,,6,38.899234841985255,4.822280430937224,73.48951723591438,0.4990033335784922
VL_C_A_TD_3,VL_C,A,TD,3,full,12,CV,,6,19.42438850154288,5.128583530143502,32.67108604218932,0.5631284535595334
VL_C_A_TD_3,VL_C,A,TD,3,2.5hz,12,CV,,6,,,,
VL_C_A_TD_3,VL_C,A,TD,3,10hz,12,CV,,6,62.559961769881966,7.473073103511249,132.9350152256826,0.8602454791663873
VL_C_F_TD_6,VL_C,F,TD,6,full,12,CV,,6,28.65453789736083,21.176131008125594,47.82962611656718,0.9675160090738806
VL_C_F_TD_6,VL_C,F,TD,6,2.5hz,12,CV,,6,,,,
VL_C_F_TD_6,VL_C,F,TD,6,10hz,12,CV,,6,39.19510411980797,8.742777032212855,64.68465253099622,0.4798292932251585
VL_C_F_BU_1,VL_C,F,BU,1,full,12,CV,,6,24.235736334589618,9.85515828576199,35.39598132543875,0.5685059294055821
VL_C_F_BU_1,VL_C,F,BU,1,2.5hz,12,CV,,6,,,,
VL_C_F_BU_1,VL_C,F,BU,1,10hz,12,CV,,6,28.91356397723166,4.876623292721881,45.679435330121535,0.2947854584497472
VL_C_F_TD_1,VL_C,F,TD,1,full,12,CV,,6,26.63520894040854,6.950272228003322,38.19151078144406,0.54775485294588
VL_C_F_TD_1,VL_C,F,TD,1,2.5hz,12,CV,,6,,,,
VL_C_F_TD_1,VL_C,F,TD,1,10hz,12,CV,,6,127.81190499755948,18.171766579350944,243.2840128464842,1.7567134685017836
VL_C_F_TD_4,VL_C,F,TD,4,full,12,CV,,6,38.62575156601271,17.278722325667673,59.48577311793466,1.0244505590853494
VL_C_F_TD_4,VL_C,F,TD,4,2.5hz,12,CV,,6,,,,
VL_C_F_TD_4,VL_C,F,TD,4,10hz,12,CV,,6,80.76984667875851,15.087384473741972,128.84818934182016,0.8468672148432701
VL_C_A_TD_2,VL_C,A,TD,2,full,12,CV,,6,23.49517274325704,6.359334875909315,36.417247244363175,0.3504417591494856
VL_C_A_TD_2,VL_C,A,TD,2,2.5hz,12,CV,,6,,,,
VL_C_A_TD_2,VL_C,A,TD,2,10hz,12,CV,,6,37.71474182115791,4.056558668989769,100.37457407682288,0.521089637290558
VL_C_A_BU_2,VL_C,A,BU,2,full,12,CV,,6,23.06398448264565,3.0895047002181037,35.02914022653548,0.3189469669980883
VL_C_A_BU_2,VL_C,A,BU,2,2.5hz,12,CV,,6,,,,
VL_C_A_BU_2,VL_C,A,BU,2,10hz,12,CV,,6,,,,
VL_C_F_BU_4,VL_C,F,BU,4,full,12,CV,,6,34.593667148126805,8.442961485277884,52.030473937798895,0.6316588848658578
VL_C_F_BU_4,VL_C,F,BU,4,2.5hz,12,CV,,6,,,,
VL_C_F_BU_4,VL_C,F,BU,4,10hz,12,CV,,6,133.8268189215522,9.97337654505451,234.28964770977225,1.1296912011297051
VL_C_F_BU_3,VL_C,F,BU,3,full,12,CV,,6,26.16509495000772,14.365373105525313,38.28117252821206,0.6052940571945541
VL_C_F_BU_3,VL_C,F,BU,3,2.5hz,12,CV,,6,,,,
VL_C_F_BU_3,VL_C,F,BU,3,10hz,12,CV,,6,37.18417723962576,5.515391967604489,58.28607602790094,0.3933369679405382
VL_C_F_BU_2,VL_C,F,BU,2,full,12,CV,,6,23.49730521269653,9.80845168258319,33.85425209258009,0.5574015450855514
VL_C_F_BU_2,VL_C,F,BU,2,2.5hz,12,CV,,6,,,,
VL_C_F_BU_2,VL_C,F,BU,2,10hz,12,CV,,6,35.61644968072931,5.634225355561803,51.45483783105365,0.3366902750571404
HL_C_F_RL_4,HL_C,F,RL,4,full,12,CV,,6,19.712328532997063,5.835440862947241,30.09949504238024,0.381781393663045
HL_C_F_RL_4,HL_C,F,RL,4,2.5hz,12,CV,,6,,,,
HL_C_F_RL_4,HL_C,F,RL,4,10hz,12,CV,,6,21.25640845404722,2.3368808012073496,37.22751380808757,0.2637845293851674
HL_C_A_RL_2,HL_C,A,RL,2,full,12,CV,,6,22.28629060303337,3.424625174908228,45.70386573953105,0.4851231172826055
HL_C_A_RL_2,HL_C,A,RL,2,2.5hz,12,CV,,6,,,,
HL_C_A_RL_2,HL_C,A,RL,2,10hz,12,CV,,6,88.75693672200751,4.56330339865736,163.40937611407966,0.6527243311660295
HL_C_F_RL_3,HL_C,F,RL,3,full,12,CV,,6,16.08534700721445,3.615703258633702,24.57926325671116,0.2951649577080272
HL_C_F_RL_3,HL_C,F,RL,3,2.5hz,12,CV,,6,,,,
HL_C_F_RL_3,HL_C,F,RL,3,10hz,12,CV,,6,39.44912859501119,3.280220658850674,68.83112362025597,0.3500621373543593
HL_C_F_RL_1,HL_C,F,RL,1,full,12,CV,,6,17.10742807825636,5.875720496429234,24.420161554687866,0.3425678629242822
HL_C_F_RL_1,HL_C,F,RL,1,2.5hz,12,CV,,6,,,,
HL_C_F_RL_1,HL_C,F,RL,1,10hz,12,CV,,6,26.0000589737129,2.671286859124336,44.31193525834669,0.2775359572423567
HL_C_A_LR_1,HL_C,A,LR,1,full,12,CV,,6,21.51247667275116,4.73708834644583,39.48003536908919,0.4763630085319159
HL_C_A_LR_1,HL_C,A,LR,1,2.5hz,12,CV,,6,,,,
HL_C_A_LR_1,HL_C,A,LR,1,10hz,12,CV,,6,72.0950332974995,6.94247501419989,136.03946256202687,0.7041253132723695
HL_C_A_RL_3,HL_C,A,RL,3,full,12,CV,,6,22.492836187487697,3.919002047818489,46.66092728310425,0.5373784700359021
HL_C_A_RL_3,HL_C,A,RL,3,2.5hz,12,CV,,6,,,,
HL_C_A_RL_3,HL_C,A,RL,3,10hz,12,CV,,6,88.0382733210861,4.565824516779483,183.3203897438997,0.7837541057095656
HL_C_F_LR_1,HL_C,F,LR,1,full,12,CV,,6,18.231977052386192,4.664081044760553,26.551658534163405,0.4170983343643493
HL_C_F_LR_1,HL_C,F,LR,1,2.5hz,12,CV,,6,,,,
HL_C_F_LR_1,HL_C,F,LR,1,10hz,12,CV,,6,28.969840863110143,3.856953276885064,49.68320825921101,0.3260044749701475
HL_C_F_LR_3,HL_C,F,LR,3,full,12,CV,,6,18.47293736618536,4.501084164846311,26.96272093402482,0.3512116917652513
HL_C_F_LR_3,HL_C,F,LR,3,2.5hz,12,CV,,6,,,,
HL_C_F_LR_3,HL_C,F,LR,3,10hz,12,CV,,6,33.85012925533951,2.352120222660195,58.12632290475449,0.3071537270147504
HL_C_F_LR_4,HL_C,F,LR,4,full,12,CV,,6,15.404568307975474,4.641136655486326,22.70124979269761,0.369349939228439
HL_C_F_LR_4,HL_C,F,LR,4,2.5hz,12,CV,,6,,,,
HL_C_F_LR_4,HL_C,F,LR,4,10hz,12,CV,,6,23.03571042293728,2.752433488484338,38.370897508462605,0.2671831539364766
HL_C_A_LR_3,HL_C,A,LR,3,full,12,CV,,6,16.417654789691685,4.2568548530389485,28.57360706369188,0.4066651755343208
HL_C_A_LR_3,HL_C,A,LR,3,2.5hz,12,CV,,6,,,,
HL_C_A_LR_3,HL_C,A,LR,3,10hz,12,CV,,6,59.70642177911829,6.93731093153046,120.08061334527189,0.7839584828779549
HL_C_A_LR_2,HL_C,A,LR,2,full,12,CV,,6,21.18822577869688,3.3925627099296265,38.32387863781481,0.4304681415313848
HL_C_A_LR_2,HL_C,A,LR,2,2.5hz,12,CV,,6,,,,
HL_C_A_LR_2,HL_C,A,LR,2,10hz,12,CV,,6,67.41658727302772,5.632451555025341,119.3643169890412,0.6258185318331595
HL_C_F_RL_6,HL_C,F,RL,6,full,12,CV,,6,17.223126316282354,4.776424210775009,26.60259227621845,0.3304830991993202
HL_C_F_RL_6,HL_C,F,RL,6,2.5hz,12,CV,,6,,,,
HL_C_F_RL_6,HL_C,F,RL,6,10hz,12,CV,,6,29.202174025994072,3.2292652534636828,52.54944563971069,0.3300589132068847
HL_C_A_RL_1,HL_C,A,RL,1,full,12,CV,,6,15.113641448330354,3.798330143629721,30.66377653265752,0.4382994870514575
HL_C_A_RL_1,HL_C,A,RL,1,2.5hz,12,CV,,6,,,,
HL_C_A_RL_1,HL_C,A,RL,1,10hz,12,CV,,6,68.09480443063524,5.437626010840655,173.60613680271152,0.9003284161318368
HL_C_F_RL_5,HL_C,F,RL,5,full,12,CV,,6,17.695938803617363,3.7948817324012736,26.1492325037018,0.2579241142391401
HL_C_F_RL_5,HL_C,F,RL,5,2.5hz,12,CV,,6,,,,
