Dataset Name,Path Type,Acceleration Type,Path Direction,Path Number,Sample Rate,Prediction Horizon,Prediction Model,Angular Avg. Window,Linear Avg. Window,Average ADE,Average ADE (Normalized),Average FDE,Average FDE (Normalized)
VL_C_F_TD_3,VL_C,F,TD,3,2.5hz,12,CTRV,8,8,,,,
VL_C_F_TD_3,VL_C,F,TD,3,full,12,CTRV,8,8,29.553699756571863,14.758202311612395,51.30876501479579,0.8679128069472294
VL_C_F_TD_3,VL_C,F,TD,3,10hz,12,CTRV,8,8,43.73501380578917,8.752606966374222,121.63323135343126,0.913104341302746
VL_C_F_BU_5,VL_C,F,BU,5,2.5hz,12,CTRV,8,8,,,,
VL_C_F_BU_5,VL_C,F,BU,5,full,12,CTRV,8,8,32.26486415199864,7.887492677876981,53.59324643853297,0.8124231909171586
VL_C_F_BU_5,VL_C,F,BU,5,10hz,12,CTRV,8,8,65.39827031008303,8.661825432344372,238.76717925368516,1.9199778581383533
VL_C_F_BU_6,VL_C,F,BU,6,2.5hz,12,CTRV,8,8,,,,
VL_C_F_BU_6,VL_C,F,BU,6,full,12,CTRV,8,8,29.84970420344464,7.903717981999646,47.619230722832064,1.0746622503603471
VL_C_F_BU_6,VL_C,F,BU,6,10hz,12,CTRV,8,8,64.50381547351849,15.950132729162137,138.68937126976587,1.128125449771515
VL_C_F_TD_5,VL_C,F,TD,5,2.5hz,12,CTRV,8,8,,,,
VL_C_F_TD_5,VL_C,F,TD,5,full,12,CTRV,8,8,30.809766942498577,47.01515271529596,55.3893037246527,0.8049596738677246
VL_C_F_TD_5,VL_C,F,TD,5,10hz,12,CTRV,8,8,51.14679742618856,19.48002839888077,141.74735092918098,0.9194392354092116
VL_C_A_TD_1,VL_C,A,TD,1,2.5hz,12,CTRV,8,8,,,,
VL_C_A_TD_1,VL_C,A,TD,1,full,12,CTRV,8,8,33.05804823587272,11.118334193606056,67.44750148502176,0.7734712678176124
VL_C_A_TD_1,VL_C,A,TD,1,10hz,12,CTRV,8,8,43.57178256266082,18.68477716623535,178.99700969889602,1.0218262791415518
VL_C_A_BU_3,VL_C,A,BU,3,2.5hz,12,CTRV,8,8,,,,
VL_C_A_BU_3,VL_C,A,BU,3,full,12,CTRV,8,8,35.03776073963156,10.929795496045465,65.75863374008132,0.7705280502727424
VL_C_A_BU_3,VL_C,A,BU,3,10hz,12,CTRV,8,8,,,,
VL_C_A_BU_1,VL_C,A,BU,1,2.5hz,12,CTRV,8,8,,,,
VL_C_A_BU_1,VL_C,A,BU,1,full,12,CTRV,8,8,37.27405362774376,8.093183899438564,68.46460698812959,0.7892878577865641
VL_C_A_BU_1,VL_C,A,BU,1,10hz,12,CTRV,8,8,128.87558835928198,18.145423471990437,222.2860973304521,1.1793399369692243
VL_C_F_TD_2,VL_C,F,TD,2,2.5hz,12,CTRV,8,8,24.10360066505494,0.4884831470502122,,
VL_C_F_TD_2,VL_C,F,TD,2,full,12,CTRV,8,8,30.54969261067088,9.039610891352378,54.19116928361226,0.8176946419638453
VL_C_F_TD_2,VL_C,F,TD,2,10hz,12,CTRV,8,8,41.39852598449511,5.551844041886841,126.01151279786455,0.8233613886826854
VL_C_A_TD_3,VL_C,A,TD,3,2.5hz,12,CTRV,8,8,,,,
VL_C_A_TD_3,VL_C,A,TD,3,full,12,CTRV,8,8,27.64734589814028,7.312762152125935,49.93349918652977,0.7218020601108673
VL_C_A_TD_3,VL_C,A,TD,3,10hz,12,CTRV,8,8,53.71092977131329,7.990618118737132,164.10479926204238,0.9859570805436172
VL_C_F_TD_6,VL_C,F,TD,6,2.5hz,12,CTRV,8,8,,,,
VL_C_F_TD_6,VL_C,F,TD,6,full,12,CTRV,8,8,30.057198015608417,22.571136220156514,53.74581681094893,1.011886875787592
VL_C_F_TD_6,VL_C,F,TD,6,10hz,12,CTRV,8,8,46.4418267641708,12.460500496689866,126.7344263608281,0.9685514028298456
VL_C_F_BU_1,VL_C,F,BU,1,2.5hz,12,CTRV,8,8,,,,
VL_C_F_BU_1,VL_C,F,BU,1,full,12,CTRV,8,8,30.22400739107048,11.722726977593158,49.2070940418425,0.8627186385278127
VL_C_F_BU_1,VL_C,F,BU,1,10hz,12,CTRV,8,8,67.636005829199,13.112927976962352,118.2552219027434,0.911167508899443
VL_C_F_TD_1,VL_C,F,TD,1,2.5hz,12,CTRV,8,8,,,,
VL_C_F_TD_1,VL_C,F,TD,1,full,12,CTRV,8,8,32.80179357077794,9.412165274016898,69.68533897346622,1.1119392495186566
VL_C_F_TD_1,VL_C,F,TD,1,10hz,12,CTRV,8,8,36.87679983353954,5.13004204287618,,
VL_C_F_TD_4,VL_C,F,TD,4,2.5hz,12,CTRV,8,8,,,,
VL_C_F_TD_4,VL_C,F,TD,4,full,12,CTRV,8,8,32.80920348205583,14.902652552551109,62.58044221537613,1.005860293699798
VL_C_F_TD_4,VL_C,F,TD,4,10hz,12,CTRV,8,8,48.22353759460538,13.132310818549556,137.13304322442204,0.927579634739634
VL_C_A_TD_2,VL_C,A,TD,2,2.5hz,12,CTRV,8,8,,,,
VL_C_A_TD_2,VL_C,A,TD,2,full,12,CTRV,8,8,37.83239107442815,8.27223832137987,80.09874946053777,0.7462676597813308
VL_C_A_TD_2,VL_C,A,TD,2,10hz,12,CTRV,8,8,41.36506891358979,3.3859471880826377,,
VL_C_A_BU_2,VL_C,A,BU,2,2.5hz,12,CTRV,8,8,,,,
VL_C_A_BU_2,VL_C,A,BU,2,full,12,CTRV,8,8,30.97421999545151,4.109434237287711,62.22672282810126,0.5905200201063772
VL_C_A_BU_2,VL_C,A,BU,2,10hz,12,CTRV,8,8,,,,
VL_C_F_BU_4,VL_C,F,BU,4,2.5hz,12,CTRV,8,8,,,,
VL_C_F_BU_4,VL_C,F,BU,4,full,12,CTRV,8,8,40.24235660406446,9.417677203653264,68.51662782317332,0.8524765578806698
VL_C_F_BU_4,VL_C,F,BU,4,10hz,12,CTRV,8,8,122.11337922691492,7.666779010743509,240.79841767047355,1.5544946845314536
VL_C_F_BU_3,VL_C,F,BU,3,2.5hz,12,CTRV,8,8,,,,
VL_C_F_BU_3,VL_C,F,BU,3,full,12,CTRV,8,8,30.737693264115563,16.33860854583515,49.06805432400993,0.7719821050941668
VL_C_F_BU_3,VL_C,F,BU,3,10hz,12,CTRV,8,8,62.84638769913981,8.82298849399214,124.76500434821354,0.8565503942343325
VL_C_F_BU_2,VL_C,F,BU,2,2.5hz,12,CTRV,8,8,,,,
